summary,impact,url,tag
,,http://humber.ca/makingaccessiblemedia/modules/04/11.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/04/12.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/04/13.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/04/14.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/04/15.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/04/16.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/04/17.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/04/18.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/04/19.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/04/20.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/01.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/02.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/02.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/03.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/04.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/04.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/04.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/05.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/05.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/06.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/06.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/07.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/07.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/08.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/08.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/08.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/09.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/10.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/11.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/13.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/12.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/12.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/12.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/12.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/12.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/12.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/12.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/12.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/12.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/12.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/12.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/14.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/05/15.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/01.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/02.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/02.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/03.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/04.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/04.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/05.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/05.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/06.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/07.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/08.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/09.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/10.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/10.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/10.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/11.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/11.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/11.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/12.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/13.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/13.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/14.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/14.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/15.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/15.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/16.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/16.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/16.php,<html class="js loggedout js flexbox flexboxlegacy canvas canvastext webgl no-touch geolocation postmessage no-websqldatabase indexeddb hashchange history draganddrop websockets rgba hsla multiplebgs backgroundsize borderimage borderradius boxshadow textshadow opacity cssanimations csscolumns cssgradients no-cssreflections csstransforms csstransforms3d csstransitions fontface generatedcontent video audio localstorage sessionstorage webworkers no-applicationcache svg inlinesvg smil svgclippaths cors" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/16.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/17.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/17.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/17.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/18.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/18.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/19.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/19.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/20.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/20.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/20.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/20.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/20.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/20.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/21.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/22.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/23.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/23.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/23.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/23.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/24.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/25.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/25.php,<html dir="ltr" data-cast-api-enabled="true" lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/26.php,<html lang="en">
,,http://humber.ca/makingaccessiblemedia/modules/06/27.php,<html lang="en">
